epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,3173.73,1.29527,0.75617,1.02013,0.78747,0.70592,0.79501,0.54362,1.10681,0.68723,1.00195,0.004852,0.004852,0.004852
54,3237.45,1.28663,0.75557,1.02553,0.8075,0.70874,0.80369,0.54288,1.10379,0.67942,0.99998,0.004753,0.004753,0.004753
55,3300.5,1.281,0.75083,1.02005,0.81425,0.70562,0.79209,0.539,1.10007,0.67848,0.99717,0.004654,0.004654,0.004654
56,3362.39,1.28075,0.74706,1.01921,0.81195,0.73136,0.80223,0.54405,1.09968,0.67661,1.00139,0.004555,0.004555,0.004555
57,3425.27,1.27844,0.74675,1.01834,0.77777,0.74812,0.80544,0.55111,1.0968,0.66988,0.99839,0.004456,0.004456,0.004456
58,3487.14,1.27448,0.74546,1.01696,0.79707,0.73861,0.79747,0.55074,1.09849,0.67631,0.99908,0.004357,0.004357,0.004357
59,3548.79,1.27073,0.74219,1.01668,0.80583,0.73669,0.80335,0.55317,1.09591,0.66621,0.99725,0.004258,0.004258,0.004258
60,3609.54,1.27316,0.73866,1.01561,0.81213,0.74691,0.80746,0.55197,1.09428,0.66954,0.99721,0.004159,0.004159,0.004159
61,3673.84,1.2776,0.74,1.01502,0.79194,0.74605,0.8041,0.55384,1.09871,0.66802,0.99976,0.00406,0.00406,0.00406
62,3735.81,1.27002,0.73534,1.01613,0.77815,0.7421,0.80379,0.55307,1.09594,0.67107,0.99961,0.003961,0.003961,0.003961
63,3802,1.26515,0.73517,1.01553,0.80438,0.74322,0.80524,0.54896,1.09376,0.66649,0.99606,0.003862,0.003862,0.003862
64,3866.16,1.26387,0.73048,1.01189,0.81722,0.73128,0.80522,0.54963,1.09453,0.66944,0.99913,0.003763,0.003763,0.003763
65,3928.93,1.26652,0.73035,1.0126,0.83543,0.71786,0.81392,0.55543,1.09229,0.66778,0.99752,0.003664,0.003664,0.003664
66,3991.03,1.2589,0.72383,1.01154,0.80863,0.74629,0.81273,0.55582,1.08845,0.6659,0.99553,0.003565,0.003565,0.003565
67,4050.01,1.24907,0.72011,1.00966,0.7992,0.75708,0.80725,0.55457,1.08526,0.66611,0.99316,0.003466,0.003466,0.003466
68,4108.71,1.25053,0.72038,1.00867,0.81959,0.74896,0.80946,0.55672,1.08731,0.66101,0.99565,0.003367,0.003367,0.003367
69,4167.15,1.24968,0.71957,1.00876,0.83045,0.7387,0.80582,0.55617,1.08805,0.65907,0.99423,0.003268,0.003268,0.003268
70,4226.58,1.25258,0.7205,1.01092,0.83518,0.73565,0.80878,0.55518,1.08499,0.65895,0.99265,0.003169,0.003169,0.003169
71,4285.71,1.24623,0.72043,1.0113,0.7966,0.74126,0.80797,0.5581,1.08601,0.65868,0.99251,0.00307,0.00307,0.00307
72,4345.51,1.24944,0.71431,1.0099,0.8017,0.74735,0.80778,0.55205,1.08535,0.65842,0.99386,0.002971,0.002971,0.002971
73,4405.2,1.24021,0.71406,1.00668,0.78351,0.75287,0.8087,0.54987,1.08475,0.65843,0.99347,0.002872,0.002872,0.002872
74,4464.83,1.24759,0.71883,1.00717,0.79561,0.74267,0.80977,0.55281,1.08268,0.65952,0.99223,0.002773,0.002773,0.002773
75,4525.15,1.2429,0.70921,1.0047,0.82279,0.74492,0.81038,0.55859,1.08221,0.65873,0.99084,0.002674,0.002674,0.002674
76,4585.03,1.23689,0.70752,1.00634,0.81047,0.75742,0.81549,0.56359,1.0817,0.65692,0.99179,0.002575,0.002575,0.002575
77,4645.42,1.24042,0.70596,1.00581,0.82749,0.73846,0.81802,0.56418,1.08247,0.6566,0.99289,0.002476,0.002476,0.002476
78,4708.91,1.24332,0.70519,1.00679,0.83556,0.72561,0.81295,0.56105,1.08152,0.65512,0.99214,0.002377,0.002377,0.002377
79,4770.84,1.22841,0.69838,1.00268,0.81205,0.74399,0.81055,0.56126,1.07925,0.65799,0.99117,0.002278,0.002278,0.002278
80,4832.76,1.21593,0.69637,0.99994,0.82181,0.74134,0.81459,0.56183,1.07811,0.65837,0.99104,0.002179,0.002179,0.002179
81,4894.74,1.22871,0.6971,1.00353,0.81278,0.75036,0.81192,0.56005,1.07963,0.65984,0.99226,0.00208,0.00208,0.00208
82,4957.14,1.21643,0.69397,0.99832,0.80267,0.76336,0.81174,0.56122,1.07875,0.65804,0.9915,0.001981,0.001981,0.001981
83,5017.68,1.21871,0.69527,0.99899,0.81145,0.76076,0.81178,0.56369,1.07879,0.65797,0.99185,0.001882,0.001882,0.001882
84,5080.22,1.21715,0.69546,1.00044,0.80994,0.75673,0.81269,0.56238,1.0782,0.65447,0.99182,0.001783,0.001783,0.001783
85,5141.49,1.21122,0.68805,0.9977,0.82402,0.75346,0.81224,0.56276,1.07699,0.6519,0.99112,0.001684,0.001684,0.001684
86,5203.55,1.20991,0.68741,0.9981,0.82653,0.74592,0.81169,0.56194,1.07731,0.65334,0.99078,0.001585,0.001585,0.001585
87,5265.89,1.21853,0.6909,0.99874,0.81727,0.75109,0.8136,0.56128,1.07595,0.65349,0.99015,0.001486,0.001486,0.001486
88,5328.24,1.2099,0.68675,0.99624,0.85029,0.7237,0.81454,0.56248,1.07451,0.65261,0.98981,0.001387,0.001387,0.001387
89,5390.38,1.19962,0.67986,0.99457,0.84638,0.74096,0.81904,0.56502,1.07331,0.65068,0.98922,0.001288,0.001288,0.001288
90,5453.78,1.20569,0.67883,0.99556,0.84306,0.74304,0.82366,0.56699,1.07381,0.64848,0.98921,0.001189,0.001189,0.001189
91,5534.79,1.1863,0.62558,0.98511,0.83306,0.74897,0.82195,0.56875,1.07401,0.64825,0.9889,0.00109,0.00109,0.00109
92,5596.29,1.17829,0.6177,0.98152,0.83085,0.75493,0.82142,0.56701,1.07376,0.64853,0.98931,0.000991,0.000991,0.000991
93,5657.52,1.15623,0.60882,0.97447,0.82635,0.75892,0.81979,0.56869,1.07401,0.64783,0.99033,0.000892,0.000892,0.000892
94,5718.34,1.1587,0.60459,0.97631,0.83294,0.75247,0.81897,0.56768,1.074,0.64873,0.99077,0.000793,0.000793,0.000793
95,5778.01,1.15473,0.60208,0.97261,0.82591,0.75284,0.81689,0.56903,1.07368,0.64992,0.99013,0.000694,0.000694,0.000694
96,5839.75,1.15154,0.60011,0.97394,0.82869,0.75507,0.81737,0.56849,1.07301,0.64965,0.99016,0.000595,0.000595,0.000595
97,5901.76,1.14898,0.59759,0.972,0.8267,0.76015,0.81617,0.56844,1.07307,0.65023,0.98999,0.000496,0.000496,0.000496
98,5964.79,1.14097,0.59361,0.96931,0.83259,0.75041,0.81494,0.56635,1.07339,0.65061,0.98998,0.000397,0.000397,0.000397
99,6026,1.13833,0.59267,0.96781,0.83338,0.74839,0.81401,0.56609,1.07366,0.65096,0.98975,0.000298,0.000298,0.000298
100,6083.88,1.13272,0.588,0.96814,0.83517,0.75013,0.81558,0.56657,1.07435,0.65121,0.99044,0.000199,0.000199,0.000199
