epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,16841.1,0.89648,0.53547,1.02187,0.84953,0.78577,0.85423,0.60128,1.06752,0.66305,1.15253,0.00017835,0.00017835,0.00017835
180,16936,0.89424,0.53225,1.02413,0.85155,0.78349,0.85367,0.6019,1.06731,0.66316,1.1524,0.000170925,0.000170925,0.000170925
181,17030,0.89819,0.53572,1.02064,0.85416,0.78174,0.85377,0.60121,1.06724,0.66306,1.15232,0.0001635,0.0001635,0.0001635
182,17123.7,0.89308,0.5328,1.02143,0.85291,0.78447,0.85385,0.60157,1.06728,0.66294,1.15263,0.000156075,0.000156075,0.000156075
183,17217,0.8936,0.53575,1.02212,0.85317,0.78446,0.85417,0.60129,1.06728,0.66306,1.15266,0.00014865,0.00014865,0.00014865
184,17311.3,0.88524,0.52915,1.01609,0.8578,0.78358,0.85475,0.60113,1.06705,0.66311,1.15214,0.000141225,0.000141225,0.000141225
185,17405.3,0.88912,0.53121,1.02008,0.85758,0.78368,0.85465,0.60073,1.06682,0.66311,1.15209,0.0001338,0.0001338,0.0001338
186,17500,0.8877,0.52894,1.01978,0.85891,0.78353,0.85503,0.60244,1.0667,0.66326,1.15193,0.000126375,0.000126375,0.000126375
187,17595,0.88155,0.52767,1.01812,0.86262,0.78033,0.85565,0.6026,1.0668,0.66309,1.15227,0.00011895,0.00011895,0.00011895
188,17689.4,0.87982,0.52488,1.01716,0.86616,0.77654,0.85548,0.60299,1.06662,0.66327,1.15214,0.000111525,0.000111525,0.000111525
189,17781.7,0.87884,0.52837,1.01473,0.86104,0.78122,0.85548,0.60318,1.06645,0.66275,1.15197,0.0001041,0.0001041,0.0001041
190,17874.8,0.88145,0.52783,1.0169,0.86918,0.77449,0.85591,0.60325,1.06634,0.66279,1.15201,9.6675e-05,9.6675e-05,9.6675e-05
191,18001.1,0.86756,0.45935,1.0024,0.8723,0.77378,0.85571,0.60285,1.06639,0.66251,1.15229,8.925e-05,8.925e-05,8.925e-05
192,18094.4,0.85291,0.4489,0.99249,0.87232,0.77239,0.85529,0.60264,1.06636,0.66214,1.15247,8.1825e-05,8.1825e-05,8.1825e-05
193,18186.7,0.84645,0.44447,0.99317,0.87194,0.77409,0.85493,0.6032,1.06629,0.66207,1.15257,7.44e-05,7.44e-05,7.44e-05
194,18279.2,0.84636,0.44325,0.98908,0.87262,0.77493,0.85488,0.60279,1.06643,0.66225,1.1526,6.6975e-05,6.6975e-05,6.6975e-05
195,18371.5,0.8366,0.43915,0.98653,0.87224,0.77483,0.85487,0.60241,1.06627,0.66211,1.15269,5.955e-05,5.955e-05,5.955e-05
196,18463.8,0.8371,0.438,0.98811,0.87392,0.77512,0.85535,0.60371,1.06624,0.66233,1.15271,5.2125e-05,5.2125e-05,5.2125e-05
197,18555.9,0.8346,0.43657,0.98709,0.87368,0.77548,0.85525,0.60347,1.0664,0.66248,1.15283,4.47e-05,4.47e-05,4.47e-05
198,18649.2,0.83614,0.43525,0.98861,0.8749,0.77649,0.85544,0.604,1.06611,0.66234,1.15266,3.7275e-05,3.7275e-05,3.7275e-05
199,18741.4,0.83074,0.43408,0.98453,0.87545,0.77682,0.85546,0.60383,1.06602,0.6623,1.15253,2.985e-05,2.985e-05,2.985e-05
200,18833.6,0.83077,0.43303,0.98564,0.87534,0.77684,0.8552,0.6041,1.066,0.66283,1.15251,2.2425e-05,2.2425e-05,2.2425e-05
